COW_code,COW_name,start_year,end_year,COW_status,sovereign_COW_code,GPH_code,GPH_name,start_year,end_year,GPH_status,sovereign_GPH_code,change in GPH vs. COW
254,Nassau,1867,1945,part of,255,254,Nassau,1867,1944,Part of,239,change in sovereign code
,,,,,,255,Germany (Zollverein),1816,1867,Informal,,not in COW
,,,,,,255,Germany (Zollverein),1867,1871,Sovereign (limited),,not in COW
255,Germany,1816,1945,sovereign,,255,Germany (Zollverein),1871,1945,Sovereign,,change in name and year
255,Germany/Prussia,1945,1990,part of,260,,,,,,,not in GPH
,,,,,,255,Germany (Zollverein),1945,1945,Dissolved into,260,not in COW
,,,,,,255,Germany (Zollverein),1945,1945,Dissolved into,265,not in COW
255,Germany,1990,2016,sovereign,,255,Germany (Zollverein),1990,2022,Sovereign,,change in name
,,,,,,256,Saar,1816,1871,Part of,245,not in COW
256,Saar,1871,1920,part of,255,256,Saar,1871,1920,Part of,255,
256,Saar,1920,1935,mandated,0,256,Saar,1920,1935,Mandated to,0,
256,Saar,1935,1945,part of,255,256,Saar,1935,1945,Part of,255,
256,Saar,1945,1947,occupied,220,256,Saar,1945,1947,Occupied by,220,
,,,,,,256,Saar,1947,1957,Protectorate of,220,not in COW
256,Saar,1957,1990,part of,260,256,Saar,1957,1990,Part of,260,
,,,,,,256,Saar,1990,2022,Part of,255,not in COW
,,,,,,257,Oldenburg,1816,1867,Sovereign (limited),,not in COW
257,Oldenburg,1867,1945,part of,255,257,Oldenburg,1867,1945,Part of,255,
,,,,,,258,"Reuss, Older Line",1816,1867,Sovereign (limited),,not in COW
258,"Reuss, Older Line",1867,1945,part of,255,258,"Reuss, Older Line",1867,1945,Part of,255,
,,,,,,259,"Reuss, Younger Line",1816,1867,Sovereign (limited),,not in COW
259,"Reuss, Younger Line",1867,1945,part of,255,259,"Reuss, Younger Line",1867,1945,Part of,255,
260,German Federal Republic,1871,1945,part of,255,,,,,,,not in GPH
260,German Federal Republic,1945,1955,occupied,2,260,German Federal Republic,1945,1949,Occupied by,2,
,,,,,,260,German Federal Republic,1949,1955,Sovereign (unrecognized),,not in COW
260,German Federal Republic,1955,1990,sovereign,,260,German Federal Republic,1955,1990,Sovereign,,
260,German Federal Republic,1990,1993,part of,255,260,German Federal Republic,1990,1990,Dissolved into,255,change in year and status
,,,,,,261,Saxe Weimar Eisenach,1816,1867,Sovereign (limited),,not in COW
261,Saxe Weimar,1867,1945,part of,255,261,Saxe Weimar Eisenach,1867,1920,Part of,255,change in name and year
,,,,,,261,Saxe Weimar Eisenach,1920,1920,Dissolved into,2558,not in COW
,,,,,,262,Saxe Altenburg,1826,1867,Sovereign (limited),263,not in COW
262,Saxe Altenburg,1816,1827,part of,263,262,Saxe Altenburg,1867,1920,Part of,255,change in year and sovereign code
,,,,,,262,Saxe Altenburg,1920,2022,Part of,2558,not in COW
,,,,,,263,Saxe Gotha Altenburg,1816,1826,Sovereign (limited),,not in COW
,,,,,,263,Saxe Gotha Altenburg,1826,1826,Dissolved into,264,not in COW
,,,,,,263,Saxe Gotha Altenburg,1826,1826,Dissolved into,262,not in COW
,,,,,,264,Saxe Coburg and Gotha,1816,1867,Sovereign (limited),,not in COW
264,Saxe Coburg,1867,1945,part of,255,264,Saxe Coburg and Gotha,1867,1920,Part of,255,change in name and year
,,,,,,264,Saxe Coburg and Gotha,1920,1920,Dissolved into,2558,not in COW
,,,,,,264,Saxe Coburg and Gotha,1920,1920,Dissolved into,245,not in COW
265,German Democratic Republic,1871,1945,part of,255,,,,,,,not in GPH
265,German Democratic Republic,1945,1954,occupied,365,265,German Democratic Republic,1945,1949,Occupied by,365,change in year
,,,,,,265,German Democratic Republic,1949,1954,Sovereign (unrecognized),,not in COW
265,German Democratic Republic,1954,1990,sovereign,,265,German Democratic Republic,1954,1990,Sovereign,,
265,German Democratic Republic,1990,1993,part of,255,265,German Democratic Republic,1990,1990,Dissolved into,255,change in year and status
,,,,,,266,Saxe Meiningen,1816,1867,Sovereign (limited),,not in COW
266,Saxe Meiningen,1867,1945,part of,255,266,Saxe Meiningen,1867,1920,Part of,255,change in year
,,,,,,266,Saxe Meiningen,1920,1920,Dissolved into,2558,not in COW
267,Baden,1816,1871,sovereign,,267,Baden,1816,1871,Sovereign,,
267,Baden,1870,1945,part of,255,267,Baden,1871,1945,Part of,255,
,,,,,,267,Baden,1945,1952,Occupied by,2,not in COW
,,,,,,267,Baden,1945,1952,Occupied by,220,not in COW
,,,,,,267,Baden,1952,2022,Part of,2606,not in COW
,,,,,,268,Schwarzburg Sondershausen,1816,1867,Sovereign (limited),,not in COW
268,Schwartzburg Sonderhausen,1867,1945,part of,255,268,Schwarzburg Sondershausen,1867,1920,Part of,255,change in year
,,,,,,268,Schwarzburg Sondershausen,1920,1920,Dissolved into,2558,not in COW
269,Saxony,1816,1867,sovereign,,269,Saxony,1816,1867,Sovereign,,
269,Saxony,1867,1945,part of,255,269,Saxony,1867,1945,Part of,255,
,,,,,,269,Saxony,1945,1949,Occupied by,365,not in COW
,,,,,,269,Saxony,1949,1952,Part of,265,not in COW
,,,,,,269,Saxony,1952,1952,Dissolved into,265,not in COW
,,,,,,269,Saxony,1990,2022,Part of,255,not in COW
,,,,,,270,Schwarzburg Rudolstadt,1816,1867,Sovereign (limited),,not in COW
270,Schwartzburg Rodolstadt,1867,1945,part of,255,270,Schwarzburg Rudolstadt,1867,1920,Part of,255,change in year
,,,,,,270,Schwarzburg Rudolstadt,1920,1920,Dissolved into,2558,not in COW
271,Wuerttemburg,1816,1871,sovereign,,271,Wuerttemberg,1816,1871,Sovereign,,
271,Wuerttemburg,1870,1945,part of,255,271,Wuerttemberg,1871,1945,Part of,255,
,,,,,,271,Wuerttemberg,1945,1952,Occupied by,2,not in COW
,,,,,,271,Wuerttemberg,1945,1952,Occupied by,220,not in COW
,,,,,,271,Wuerttemberg,1952,2022,Part of,2606,not in COW
,,,,,,272,Waldeck and Pyrmont,1816,1867,Sovereign (limited),,not in COW
272,Waldeck,1867,1945,part of,255,272,Waldeck and Pyrmont,1867,1929,Part of,255,change in name and year
,,,,,,272,Waldeck and Pyrmont,1921,1946,Part of,240,not in COW
,,,,,,272,Waldeck and Pyrmont,1929,1944,Part of,239,not in COW
273,Hesse Electoral,1816,1866,sovereign,,273,Hesse Electoral,1816,1866,Sovereign,,
273,Hesse Electoral,1866,1945,part of,255,273,Hesse Electoral,1866,1945,Part of,239,change in sovereign code
,,,,,,274,Schaumburg Lippe,1816,1867,Sovereign (limited),,not in COW
274,Schaumburg Lippe,1867,1945,part of,255,274,Schaumburg Lippe,1867,1946,Part of,255,
,,,,,,274,Schaumburg Lippe,1946,1946,Dissolved into,2603,not in COW
275,Hesse Grand Ducal,1816,1867,sovereign,,275,People’s State of Hesse (Hesse Grand Ducal),1816,1867,Sovereign,,change in name
275,Hesse Grand Ducal,1867,1945,part of,255,275,People’s State of Hesse (Hesse Grand Ducal),1867,1945,Part of,239,change in name and sovereign code
,,,,,,275,People’s State of Hesse (Hesse Grand Ducal),1945,1945,Dissolved into,2602,not in COW
,,,,,,275,People’s State of Hesse (Hesse Grand Ducal),1946,1946,Dissolved into,2605,not in COW
,,,,,,276,Lübeck,1816,1867,Sovereign (limited),,not in COW
276,Lubeck,1867,1945,part of,255,276,Lübeck,1867,1937,Part of,255,change in year
,,,,,,276,Lübeck,1937,1937,Dissolved into,2555,not in COW
,,,,,,277,Hesse Homburg,1817,1866,Sovereign (limited),,not in COW
,,,,,,277,Hesse Homburg,1866,1945,Part of,275,not in COW
,,,,,,277,Hesse Homburg,1866,1945,Part of,239,not in COW
,,,,,,280,Mecklenburg Schwerin,1816,1843,Sovereign (limited),,not in COW
280,Mecklenburg Schwerin,1843,1867,sovereign,,280,Mecklenburg Schwerin,1843,1867,Sovereign,,
280,Mecklenburg Schwerin,1867,1945,part of,255,280,Mecklenburg Schwerin,1867,1934,Part of,255,change in year
,,,,,,280,Mecklenburg Schwerin,1934,1934,Dissolved into,281,not in COW
,,,,,,281,Mecklenburg,1934,1945,Part of,255,not in COW
,,,,,,281,Mecklenburg,1945,1945,Dissolved into,282,not in COW
,,,,,,282,Mecklenburg Vorpommern,1945,1947,Occupied by,365,not in COW
,,,,,,282,Mecklenburg Vorpommern,1947,1952,Part of,265,not in COW
,,,,,,282,Mecklenburg Vorpommern,1952,1952,Dissolved into,265,not in COW
,,,,,,282,Mecklenburg Vorpommern,1990,2022,Part of,255,not in COW
290,Poland,1816,1918,part of,365,290,Poland,1816,1816,Dissolved into,2901,change in status
290,Poland,1816,1918,part of,300,290,Poland,1816,1816,Dissolved into,2902,change in status
290,Poland,1816,1918,part of,255,290,Poland,1816,1816,Dissolved into,2903,change in status
290,Poland,1918,1939,sovereign,,290,Poland,1918,1939,Sovereign,,
290,Poland,1939,1945,occupied,255,290,Poland,1939,1945,Occupied by,255,
290,Poland,1939,1941,occupied,365,290,Poland,1939,1941,Occupied by,365,
290,Poland,1944,1949,occupied,365,290,Poland,1944,1949,Occupied by,365,
290,Poland,1945,2016,sovereign,,290,Poland,1945,2022,Sovereign,,
291,Danzig,1816,1920,part of,255,291,Danzig (Free City of Danzig),1816,1920,Part of,239,change in name
291,Danzig,1920,1939,mandated,0,291,Danzig (Free City of Danzig),1920,1939,Mandated to,0,change in name
291,Danzig,1939,1945,part of,255,291,Danzig (Free City of Danzig),1939,1945,Part of,255,change in name
291,Danzig,1945,1993,part of,290,291,Danzig (Free City of Danzig),1945,2022,Part of,290,change in name
300,Austria-Hungary,1816,1918,sovereign,,300,Austria-Hungary (Austrian Empire),1816,1867,Sovereign,,change in name
,,,,,,300,Austria-Hungary (Austrian Empire),1867,1918,Sovereign,,change in name
,,,,,,300,Austria-Hungary (Austrian Empire),1918,1918,Dissolved into,290,not in COW
,,,,,,300,Austria-Hungary (Austrian Empire),1918,1918,Dissolved into,305,not in COW
,,,,,,300,Austria-Hungary (Austrian Empire),1918,1918,Dissolved into,310,not in COW
,,,,,,300,Austria-Hungary (Austrian Empire),1918,1918,Dissolved into,315,not in COW
,,,,,,300,Austria-Hungary (Austrian Empire),1918,1918,Dissolved into,345,not in COW
305,Austria,1816,1919,part of,300,305,Austria,1816,1918,Part of,300,change in year
,,,,,,305,Austria,1918,1919,Sovereign (unrecognized),,not in COW
305,Austria,1919,1938,sovereign,,305,Austria,1919,1938,Sovereign,,
305,Austria,1938,1945,part of,255,305,Austria,1938,1945,Part of,255,
305,Austria,1945,1955,occupied,365,305,Austria,1945,1955,Occupied by,365,
305,Austria,1955,2016,sovereign,,305,Austria,1955,2022,Sovereign,,
310,Hungary,1816,1919,part of,300,310,Hungary,1816,1918,Part of,300,
310,Hungary,1918,2016,sovereign,,310,Hungary,1918,2022,Sovereign,,
310,Hungary,1944,1945,occupied,255,310,Hungary,1944,1945,Occupied by,255,
310,Hungary,1945,1949,occupied,365,310,Hungary,1945,1949,Occupied by,365,
310,Hungary,1956,1957,occupied,365,310,Hungary,1956,1957,Occupied by,365,
315,Czechoslovakia,1816,1918,part of,300,,,,,,,not in GPH
315,Czechoslovakia,1918,1939,sovereign,,315,Czechoslovakia,1918,1939,Sovereign,,
315,Czechoslovakia,1939,1945,occupied,255,315,Czechoslovakia,1939,1945,Occupied by,255,
315,Czechoslovakia,1945,1945,occupied,365,315,Czechoslovakia,1945,1945,Occupied by,365,
315,Czechoslovakia,1945,1992,sovereign,,315,Czechoslovakia,1945,1992,Sovereign,,
315,Czechoslovakia,1968,1969,occupied,365,315,Czechoslovakia,1968,1969,Occupied by,365,
315,Czechoslovakia,1993,1993,part of,316,315,Czechoslovakia,1993,1993,Dissolved into,316,change in status
,,,,,,315,Czechoslovakia,1993,1993,Dissolved into,317,not in COW
,,,,,,316,Czech Republic,1816,1918,Part of,300,not in COW
316,Czech Republic,1945,1992,part of,315,316,Czech Republic,1918,1993,Part of,315,change in year
316,Czech Republic,1993,2016,sovereign,,316,Czech Republic,1993,2022,Sovereign,,
317,Slovakia,1816,1918,part of,300,317,Slovakia,1816,1918,Part of,300,
317,Slovakia,1918,1939,part of,315,317,Slovakia,1918,1993,Part of,315,change in year
317,Slovakia,1945,1992,part of,315,,,,,,,not in GPH
317,Slovakia,1993,2016,sovereign,,317,Slovakia,1993,2022,Sovereign,,
,,,,,,324,Kingdom of Sardinia,1816,1861,Sovereign,,not in COW
,,,,,,324,Kingdom of Sardinia,1861,1861,Dissolved into,325,not in COW
,,,,,,325,Italy,1816,1861,Informal,,not in COW
325,Italy,1816,2016,sovereign,,325,Italy,1861,2022,Sovereign,,change in year
325,Italy/Sardinia,1943,1946,occupied,2,325,Italy,1943,1946,Occupied by,2,change in name
325,Italy/Sardinia,1943,1945,occupied,255,325,Italy,1943,1945,Occupied by,255,change in name
,,,,,,326,Trieste,1816,1918,Part of,300,not in COW
326,Trieste,1919,1943,part of,325,326,Trieste,1918,1943,Part of,325,
326,Trieste,1943,1947,occupied,2,326,Trieste,1943,1947,Occupied by,2,
326,Trieste,1947,1954,mandated,1,326,Trieste,1947,1954,Mandated to,1,
326,Trieste,1954,1993,part of,325,326,Trieste,1954,2022,Part of,325,
327,Papal States,1816,1860,sovereign,,327,Papal States,1816,1861,Sovereign,,
327,Papal States,1860,1993,part of,325,327,Papal States,1861,1870,Part of,325,change in year
,,,,,,327,Papal States,1870,1870,Dissolved into,328,not in COW
328,Vatican City,1816,1870,part of,327,328,Vatican City,1816,1870,Part of,327,
328,Vatican City,1870,1929,part of,325,328,Vatican City,1870,1929,Part of,325,
,,,,,,328,Vatican City,1929,1964,Sovereign (unrecognized),,not in COW
,,,,,,328,Vatican City,1964,2022,Sovereign,,not in COW
329,Two Sicilies,1816,1861,sovereign,,329,Two Sicilies,1816,1860,Sovereign,,
329,Two Sicilies,1861,1991,part of,325,329,Two Sicilies,1860,1861,Part of,324,change in sovereign code
,,,,,,329,Two Sicilies,1861,1861,Dissolved into,325,not in COW
,,,,,,331,San Marino,1816,1992,Sovereign (unrecognized),,not in COW
331,San Marino,1992,2016,sovereign,,331,San Marino,1992,2022,Sovereign,,
,,,,,,332,Modena,1816,1842,Part of,300,not in COW
332,Modena,1842,1860,sovereign,,332,Modena,1842,1859,Sovereign,,
332,Modena,1860,1993,part of,325,332,Modena,1859,1861,Part of,324,change in year and sovereign code
,,,,,,332,Modena,1861,1861,Dissolved into,325,not in COW
,,,,,,335,Parma,1816,1851,Sovereign (unrecognized),,not in COW
335,Parma,1851,1860,sovereign,,335,Parma,1851,1859,Sovereign,,
335,Parma,1860,1993,part of,325,335,Parma,1859,1861,Part of,324,change in year and sovereign code
,,,,,,335,Parma,1861,1861,Dissolved into,325,not in COW
,,,,,,336,Lucca,1816,1847,Part of,335,not in COW
336,Lucca,1849,1860,part of,337,336,Lucca,1847,1847,Part of,337,change in year
336,Lucca,1860,1993,part of,325,,,,,,,not in GPH
337,Tuscany,1816,1860,sovereign,,337,Tuscany,1816,1859,Sovereign,,
337,Tuscany,1860,1992,part of,325,337,Tuscany,1859,1861,Part of,324,change in year and sovereign code
,,,,,,337,Tuscany,1861,1861,Dissolved into,325,not in COW
338,Malta,1816,1964,colony,200,338,Malta,1816,1964,Colony of,200,
338,Malta,1964,2016,sovereign,,338,Malta,1964,2022,Sovereign,,
339,Albania,1816,1912,part of,640,339,Albania,1816,1912,Part of,640,
339,Albania,1914,1939,sovereign,,339,Albania,1912,1939,Sovereign,,change in year
339,Albania,1914,1920,occupied,300,339,Albania,1914,1919,Occupied by,300,
,,,,,,339,Albania,1914,1918,Occupied by,325,not in COW
339,Albania,1939,1943,occupied,325,339,Albania,1939,1943,Occupied by,325,
339,Albania,1939,1944,occupied,255,339,Albania,1939,1944,Occupied by,255,
339,Albania,1944,2016,sovereign,,339,Albania,1944,2022,Sovereign,,
,,,,,,341,Montenegro,1816,1878,Vassal of,640,not in COW
,,,,,,341,Montenegro,1878,1916,Sovereign,,not in COW
341,Montenegro,1915,1918,occupied,300,341,Montenegro,1915,1918,Occupied by,300,
341,Montenegro,1918,1993,part of,345,341,Montenegro,1918,1992,Part of,345,
,,,,,,341,Montenegro,1992,2006,Part of,348,not in COW
341,Montenegro,2006,2016,sovereign,,341,Montenegro,2006,2022,Sovereign,,
,,,,,,342,Kingdom of Serbia,1816,1878,Vassal of,640,not in COW
,,,,,,342,Kingdom of Serbia,1878,1918,Sovereign,,not in COW
,,,,,,342,Kingdom of Serbia,1918,1918,Dissolved into,345,not in COW
,,,,,,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),1816,1914,Part of,640,not in COW
,,,,,,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),1914,1918,Part of,355,not in COW
343,"Macedonia, Former Yugoslav Republic of",1918,1993,part of,345,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),1918,1991,Part of,345,change in name
,,,,,,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),1991,1993,Sovereign (unrecognized),,not in COW
343,Macedonia,1993,2016,sovereign,,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),1993,2022,Sovereign,,change in name
,,,,,,344,Croatia,1816,1849,Part of,310,not in COW
,,,,,,344,Croatia,1849,1867,Part of,300,not in COW
,,,,,,344,Croatia,1867,1918,Part of,300,not in COW
344,Croatia,1918,1941,part of,345,344,Croatia,1918,1941,Part of,345,
,,,,,,344,Croatia,1941,1945,Part of,3440,not in COW
344,Croatia,1941,1945,occupied,325,344,Croatia,1941,1945,Part of,325,change in status
,,,,,,344,Croatia,1941,1945,Part of,310,not in COW
344,Croatia,1945,1991,part of,345,344,Croatia,1945,1991,Part of,345,
344,Croatia,1992,2016,sovereign,,344,Croatia,1991,2022,Sovereign,,
345,Yugoslavia/Serbia,1816,1817,part of,640,,,,,,,not in GPH
345,Yugoslavia,1878,1941,sovereign,,345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",1918,1941,Sovereign,,change in name and year
345,Yugoslavia/Serbia,1914,1918,occupied,300,,,,,,,not in COW
345,Yugoslavia/Serbia,1941,1944,occupied,255,345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",1941,1944,Occupied by,255,change in name
,,,,,,345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",1941,1944,Occupied by,305,not in COW
,,,,,,345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",1941,1944,Occupied by,325,not in COW
,,,,,,345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",1941,1944,Occupied by,310,not in COW
345,Yugoslavia,1944,2016,sovereign,,345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",1945,1992,Sovereign,,change in name
,,,,,,345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",1992,1992,Dissolved into,348,not in COW
,,,,,,346,Bosnia-Herzegovina,1816,1878,Part of,640,not in COW
,,,,,,346,Bosnia-Herzegovina,1878,1908,Occupied by,300,not in COW
,,,,,,346,Bosnia-Herzegovina,1908,1918,Part of,300,not in COW
346,Bosnia-Herzegovina,1918,1991,part of,345,346,Bosnia-Herzegovina,1918,1941,Part of,345,change in year
,,,,,,346,Bosnia-Herzegovina,1941,1945,Part of,3440,not in COW
,,,,,,346,Bosnia-Herzegovina,1945,1992,Part of,345,not in COW
346,Bosnia and Herzegovina,1992,2016,sovereign,,346,Bosnia-Herzegovina,1992,2022,Sovereign,,change in name
,,,,,,347,Kosovo,1816,1912,Part of,640,not in COW
,,,,,,347,Kosovo,1912,1992,Part of,345,not in COW
,,,,,,347,Kosovo,1992,1999,Part of,348,not in COW
,,,,,,347,Kosovo,1999,2008,Mandated to,1,not in COW
347,Kosovo,2008,2016,sovereign,,347,Kosovo,2008,2022,Sovereign (unrecognized),,change in status
,,,,,,348,Serbia (Serbia and Montenegro) (Federal Republic of Yugoslavia),1992,2022,Sovereign,,not in COW
,,,,,,349,Slovenia,1816,1918,Part of,300,not in COW
349,Slovenia,1918,1991,part of,345,349,Slovenia,1918,1991,Part of,345,
349,Slovenia,1992,2016,sovereign,,349,Slovenia,1991,2022,Sovereign,,
350,Greece,1816,1828,part of,640,350,Greece,1816,1830,Part of,640,change in year
350,Greece,1828,1941,sovereign,,350,Greece,1830,1941,Sovereign,,change in year
350,Greece,1941,1943,occupied,325,350,Greece,1941,1943,Occupied by,325,
350,Greece,1941,1944,occupied,255,350,Greece,1941,1944,Occupied by,255,
350,Greece,1944,2016,sovereign,,350,Greece,1944,2022,Sovereign,,
351,Crete,1816,1913,part of,640,351,Crete,1816,1830,Part of,640,change in year
,,,,,,351,Crete,1830,1840,Part of,651,not in COW
,,,,,,351,Crete,1840,1898,Part of,640,not in COW
351,Crete,1898,1913,occupied,200,351,Crete,1897,1898,Occupied by,200,change in year
,,,,,,351,Crete,1897,1898,Occupied by,220,not in COW
,,,,,,351,Crete,1897,1898,Occupied by,325,not in COW
,,,,,,351,Crete,1897,1898,Occupied by,365,not in COW
,,,,,,351,Crete,1898,1913,Sovereign (unrecognized),,not in COW
351,Crete,1913,1993,part of,350,351,Crete,1913,2022,Part of,350,
352,Cyprus,1816,1878,part of,640,352,Cyprus,1816,1878,Part of,640,
,,,,,,352,Cyprus,1878,1914,Vassal of,640,not in COW
352,Cyprus,1878,1914,occupied,200,352,Cyprus,1878,1914,Protectorate of,200,change in status
352,Cyprus,1914,1960,colony,200,352,Cyprus,1914,1960,Colony of,200,
352,Cyprus,1960,2016,sovereign,,352,Cyprus,1960,2022,Sovereign,,
355,Bulgaria,1816,1878,part of,640,355,Bulgaria,1816,1878,Part of,640,
355,Bulgaria,1878,1878,occupied,365,,,,,,,not in GPH
